EstacaoCodigo;Data;Maxima;Minima;Media
60855000;01/10/1980;59.87;20.35;28.15
60855000;01/09/1980;36.30;22.96;26.45
60855000;01/08/1980;30.06;26.41;27.86
60855000;01/07/1980;46.57;30.06;35.80
60855000;01/06/1980;78.98;37.93;43.98
60855000;01/05/1980;60.87;45.67;53.51
60855000;01/04/1980;200.32;57.88;103.10
60855000;01/03/1980;206.81;54.00;95.35
60855000;01/02/1980;773.35;94.13;216.73
60855000;01/01/1980;353.70;73.45;146.92
60855000;01/12/1979;361.61;32.34;118.27
60855000;01/11/1979;151.12;17.27;49.65
60855000;01/10/1979;84.67;16.10;26.24
60855000;01/09/1979;74.54;18.48;27.35
60855000;01/08/1979;25.01;19.09;20.84
60855000;01/07/1979;36.30;22.96;26.79
60855000;01/06/1979;39.60;24.32;29.24
60855000;01/05/1979;53.04;29.31;35.38
60855000;01/04/1979;107.81;33.90;47.85
60855000;01/03/1979;193.91;46.57;69.14
60855000;01/02/1979;233.49;70.21;110.42
60855000;01/01/1979;139.60;69.15;89.55
60855000;01/12/1978;145.32;43.02;76.69
60855000;01/11/1978;149.18;27.84;58.66
60855000;01/10/1978;78.98;14.96;30.86
60855000;01/09/1978;37.11;17.87;24.07
60855000;01/08/1978;26.41;22.30;23.14
60855000;01/07/1978;37.93;26.41;31.06
60855000;01/06/1978;75.64;31.57;44.80
60855000;01/05/1978;87.00;30.06;46.08
60855000;01/04/1978;87.00;42.16;52.52
60855000;01/03/1978;158.98;46.57;69.58
60855000;01/02/1978;292.63;55.93;87.20
60855000;01/01/1978;404.88;65.99;147.43
60855000;01/12/1977;275.60;49.30;112.65
60855000;01/11/1977;177.17;22.30;56.82
60855000;01/10/1977;100.25;16.10;30.15
60855000;01/09/1977;51.16;19.09;26.21
60855000;01/08/1977;22.96;18.48;21.41
60855000;01/07/1977;33.90;22.96;27.81
60855000;01/06/1977;63.92;33.90;43.87
60855000;01/05/1977;58.87;37.93;45.77
60855000;01/04/1977;275.60;54.96;87.17
60855000;01/03/1977;121.13;47.47;68.58
60855000;01/02/1977;256.58;56.90;86.85
60855000;01/01/1977;438.44;55.93;145.72
60855000;01/12/1976;242.63;49.30;106.39
60855000;01/11/1976;233.49;33.90;79.30
60855000;01/10/1976;100.25;24.32;50.43
60855000;01/09/1976;106.54;19.72;42.93
60855000;01/08/1976;41.30;21.64;25.42
60855000;01/07/1976;40.45;22.96;29.96
60855000;01/06/1976;56.90;31.57;39.86
60855000;01/05/1976;80.10;45.67;52.28
60855000;01/04/1976;222.24;47.47;83.97
60855000;01/03/1976;292.63;69.15;129.73
60855000;01/02/1976;508.34;55.93;161.94
60855000;01/01/1976;263.65;38.76;82.44
60855000;01/12/1975;139.60;29.31;60.29
60855000;01/11/1975;155.03;17.27;49.22
60855000;01/10/1975;40.45;13.33;19.45
60855000;01/09/1975;22.30;11.13;13.78
60855000;01/08/1975;21.64;14.96;18.30
60855000;01/07/1975;32.34;21.64;26.06
60855000;01/06/1975;30.06;25.01;27.48
60855000;01/05/1975;53.04;30.06;39.37
60855000;01/04/1975;603.91;43.90;98.91
60855000;01/03/1975;69.15;37.11;51.63
60855000;01/02/1975;183.38;45.67;78.58
60855000;01/01/1975;193.91;47.47;82.40
60855000;01/12/1974;315.05;26.41;94.24
60855000;01/11/1974;63.92;19.09;29.78
60855000;01/10/1974;160.96;17.87;38.26
60855000;01/09/1974;23.63;18.48;20.80
60855000;01/08/1974;37.11;23.63;28.13
60855000;01/07/1974;43.90;27.84;32.58
60855000;01/06/1974;56.90;37.11;44.10
60855000;01/05/1974;64.95;46.57;53.51
60855000;01/04/1974;189.67;65.99;95.20
60855000;01/03/1974;410.40;48.38;141.19
60855000;01/02/1974;278.01;50.22;95.52
60855000;01/01/1974;338.05;80.10;136.52
60855000;01/12/1973;671.88;37.93;170.57
60855000;01/11/1973;100.25;25.70;57.15
60855000;01/10/1973;438.44;13.86;97.03
60855000;01/09/1973;39.60;19.72;24.58
60855000;01/08/1973;31.57;24.32;27.89
60855000;01/07/1973;60.87;31.57;38.82
60855000;01/06/1973;87.00;40.45;47.85
60855000;01/05/1973;75.64;54.00;63.37
60855000;01/04/1973;623.07;75.64;151.52
60855000;01/03/1973;191.79;72.36;110.21
60855000;01/02/1973;169.00;80.10;114.20
60855000;01/01/1973;364.27;62.90;135.30
60855000;01/12/1972;330.32;42.16;92.82
60855000;01/11/1972;213.37;34.69;104.62
60855000;01/10/1972;177.17;22.96;67.85
60855000;01/09/1972;20.99;10.37;14.09
60855000;01/08/1972;16.10;11.13;14.03
60855000;01/07/1972;38.76;16.68;21.85
60855000;01/06/1972;27.84;17.87;21.13
60855000;01/05/1972;50.22;22.30;30.37
60855000;01/04/1972;145.32;33.12;54.71
60855000;01/03/1972;126.57;52.10;78.89
60855000;01/02/1972;222.24;49.30;100.84
60855000;01/01/1972;158.98;22.96;68.17
60855000;01/12/1971;317.58;9.62;82.44
60855000;01/11/1971;71.28;8.90;17.91
60855000;01/10/1971;29.31;9.62;15.55
60855000;01/09/1971;10.37;5.03;6.45
60855000;01/08/1971;14.96;5.62;7.89
60855000;01/07/1971;11.13;7.19;8.55
60855000;01/06/1971;18.48;10.37;13.83
60855000;01/05/1971;21.64;10.75;13.69
60855000;01/04/1971;50.22;16.10;25.31
60855000;01/03/1971;122.93;21.64;47.84
60855000;01/02/1971;105.27;11.13;31.93
60855000;01/01/1971;96.56;12.32;33.09
60855000;01/12/1970;59.87;11.52;23.56
60855000;01/11/1970;83.52;13.33;34.92
60855000;01/10/1970;110.38;12.72;63.38
60855000;01/09/1970;13.86;9.62;10.90
60855000;01/08/1970;13.33;9.99;11.62
60855000;01/07/1970;17.87;13.33;15.55
60855000;01/06/1970;17.27;15.53;16.61
60855000;01/05/1970;30.81;17.87;22.54
60855000;01/04/1970;145.32;36.30;68.04
60855000;01/03/1970;206.81;43.02;107.21
60855000;01/02/1970;275.60;37.11;124.65
60855000;01/01/1970;233.49;22.96;70.19
60855000;01/12/1969;100.25;13.33;42.96
60855000;01/11/1969;80.10;12.72;38.25
60855000;01/10/1969;42.16;9.26;18.20
60855000;01/09/1969;12.72;7.86;10.17
60855000;01/08/1969;12.72;10.37;11.68
60855000;01/07/1969;14.96;12.72;13.99
60855000;01/06/1969;17.27;14.96;16.26
60855000;01/05/1969;25.01;16.68;19.84
60855000;01/04/1969;46.57;20.99;34.14
60855000;01/03/1969;62.90;43.02;50.59
60855000;01/02/1969;90.54;46.57;60.05
60855000;01/01/1969;82.38;34.69;51.10
60855000;01/12/1968;233.49;34.69;82.33
60855000;01/11/1968;77.86;30.06;40.03
60855000;01/10/1968;143.40;11.52;32.43
60855000;01/09/1968;23.63;13.33;16.81
60855000;01/08/1968;37.11;19.09;24.18
60855000;01/07/1968;23.63;19.72;21.40
60855000;01/06/1968;30.06;23.63;26.50
60855000;01/05/1968;36.30;30.06;33.71
60855000;01/04/1968;52.10;32.34;39.46
60855000;01/03/1968;111.68;54.00;85.50
60855000;01/02/1968;220.01;57.88;96.44
60855000;01/01/1968;110.38;53.04;78.77
60855000;01/12/1967;231.22;38.76;79.94
60855000;01/11/1967;242.63;43.90;139.24
60855000;01/10/1967;90.54;17.27;31.12
60855000;01/09/1967;87.00;20.35;32.62
60855000;01/08/1967;30.81;22.30;26.84
60855000;01/07/1967;42.16;30.81;36.29
60855000;01/06/1967;57.88;41.30;47.40
60855000;01/05/1967;59.87;46.57;52.19
60855000;01/04/1967;99.02;61.88;78.52
60855000;01/03/1967;261.29;89.35;123.34
60855000;01/02/1967;179.23;87.00;121.87
60855000;01/01/1967;240.33;65.99;146.43
60855000;01/12/1966;273.19;41.30;113.18
60855000;01/11/1966;268.41;43.02;90.03
60855000;01/10/1966;136.05;28.57;48.78
60855000;01/09/1966;36.30;22.96;28.41
60855000;01/08/1966;29.31;22.30;24.83
60855000;01/07/1966;33.46;26.41;29.26
60855000;01/06/1966;79.33;34.14;52.20
60855000;01/05/1966;105.31;58.94;82.35
60855000;01/04/1966;133.80;56.37;87.68
60855000;01/03/1966;643.18;71.61;168.11
60855000;01/02/1966;568.98;70.67;148.43
60855000;01/01/1966;177.92;54.68;96.27
60855000;01/12/1965;177.92;44.27;84.70
60855000;01/11/1965;143.92;22.28;51.81
60855000;01/10/1965;75.43;30.16;41.76
60855000;01/09/1965;36.21;12.25;17.96
60855000;01/08/1965;29.51;22.85;26.56
60855000;01/07/1965;36.21;25.18;30.99
60855000;01/06/1965;43.51;37.63;40.17
60855000;01/05/1965;61.57;42.00;53.49
60855000;01/04/1965;200.90;56.37;119.63
60855000;01/03/1965;252.40;86.37;162.12
60855000;01/02/1965;347.06;58.08;159.46
60855000;01/01/1965;248.10;63.34;118.54
60855000;01/12/1964;200.90;48.96;91.24
60855000;01/11/1964;83.32;16.94;44.08
60855000;01/10/1964;58.08;17.95;31.41
60855000;01/09/1964;26.39;13.58;15.29
60855000;01/08/1964;30.16;15.46;19.16
60855000;01/07/1964;28.25;21.16;23.00
60855000;01/06/1964;28.25;22.85;25.15
60855000;01/05/1964;64.24;28.88;39.05
60855000;01/04/1964;342.15;68.81;162.33
60855000;01/03/1964;392.46;174.20;243.45
60855000;01/02/1964;292.43;60.69;174.38
60855000;01/01/1964;163.24;30.16;73.05
60855000;01/12/1963;39.79;13.13;18.23
60855000;01/11/1963;112.94;18.47;44.40
60855000;01/10/1963;35.52;18.47;23.18
60855000;01/09/1963;24.59;21.16;22.08
60855000;01/08/1963;28.25;25.18;26.85
60855000;01/07/1963;32.12;29.51;30.90
60855000;01/06/1963;34.14;32.12;32.88
60855000;01/05/1963;41.26;34.14;37.06
60855000;01/04/1963;60.69;42.00;48.89
60855000;01/03/1963;84.33;57.22;70.49
60855000;01/02/1963;299.34;91.55;144.23
60855000;01/01/1963;216.85;80.32;124.78
60855000;01/12/1962;1072.25;25.25;168.25
60855000;01/11/1962;69.26;14.94;27.49
60855000;01/10/1962;116.06;16.53;37.56
60855000;01/09/1962;25.87;16.00;20.74
60855000;01/08/1962;28.42;20.45;23.01
60855000;01/07/1962;31.15;23.41;26.38
60855000;01/06/1962;71.81;29.72;38.52
60855000;01/05/1962;154.33;31.91;44.30
60855000;01/04/1962;142.21;45.87;62.42
60855000;01/03/1962;434.73;75.71;147.19
60855000;01/02/1962;356.95;85.13;174.04
60855000;01/01/1962;337.28;35.81;149.19
60855000;01/12/1961;71.81;24.63;43.85
60855000;01/11/1961;96.44;39.05;63.99
60855000;01/10/1961;68.00;14.43;30.80
60855000;01/09/1961;21.03;14.94;17.62
60855000;01/08/1961;25.87;21.62;23.15
60855000;01/07/1961;33.45;26.50;29.49
60855000;01/06/1961;42.41;33.45;38.48
60855000;01/05/1961;116.06;43.26;57.45
60855000;01/04/1961;161.44;57.08;89.32
60855000;01/03/1961;389.88;77.02;175.32
60855000;01/02/1961;263.28;54.76;124.07
60855000;01/01/1961;337.28;85.13;180.41
60855000;01/12/1960;568.98;24.02;121.72
60855000;01/11/1960;142.21;23.41;49.70
60855000;01/10/1960;52.48;12.91;30.84
60855000;01/09/1960;16.53;10.97;13.22
60855000;01/08/1960;21.03;12.91;17.33
60855000;01/07/1960;33.45;20.45;24.73
60855000;01/06/1960;50.36;24.02;31.85
60855000;01/05/1960;51.27;29.72;37.62
60855000;01/04/1960;70.53;35.01;46.69
60855000;01/03/1960;283.33;49.44;90.09
60855000;01/02/1960;315.71;52.48;110.74
60855000;01/01/1960;237.49;25.87;91.62
60855000;01/12/1959;142.21;29.07;53.17
60855000;01/11/1959;106.82;23.41;48.15
60855000;01/10/1959;42.41;19.30;26.66
60855000;01/09/1959;25.87;16.00;20.81
60855000;01/08/1959;37.41;21.62;28.24
60855000;01/07/1959;35.01;25.87;29.96
60855000;01/06/1959;59.44;33.45;39.60
60855000;01/05/1959;75.71;40.71;49.24
60855000;01/04/1959;227.08;53.62;98.20
60855000;01/03/1959;551.02;38.23;197.61
60855000;01/02/1959;174.20;36.61;70.91
60855000;01/01/1959;462.04;29.07;154.89
60855000;01/12/1958;187.35;16.53;68.57
60855000;01/11/1958;43.26;22.81;31.74
60855000;01/10/1958;133.80;21.62;35.81
60855000;01/09/1958;69.26;22.81;29.33
60855000;01/08/1958;39.88;24.02;33.78
60855000;01/07/1958;70.53;37.41;46.56
60855000;01/06/1958;65.50;40.71;46.99
60855000;01/05/1958;189.26;44.12;73.01
60855000;01/04/1958;159.65;53.62;84.86
60855000;01/03/1958;220.92;60.63;115.45
60855000;01/02/1958;177.92;77.02;117.21
60855000;01/01/1958;721.08;22.81;133.71
60855000;01/12/1957;103.81;29.07;66.85
60855000;01/11/1957;82.39;17.08;36.28
60855000;01/10/1957;32.68;16.00;21.68
60855000;01/09/1957;65.50;22.81;29.46
60855000;01/08/1957;34.23;23.41;27.39
60855000;01/07/1957;54.76;29.07;37.04
60855000;01/06/1957;54.76;36.61;43.46
60855000;01/05/1957;128.86;48.54;68.75
60855000;01/04/1957;408.10;70.53;139.23
60855000;01/03/1957;330.02;74.40;133.53
60855000;01/02/1957;366.95;85.13;162.65
60855000;01/01/1957;269.89;43.26;120.41
60855000;01/12/1956;241.71;21.03;71.11
60855000;01/11/1956;112.94;12.42;32.72
60855000;01/10/1956;25.25;9.59;14.02
60855000;01/09/1956;77.02;10.97;18.10
60855000;01/08/1956;74.40;13.91;23.31
60855000;01/07/1956;24.63;18.18;21.26
60855000;01/06/1956;64.27;25.25;39.67
60855000;01/05/1956;132.15;19.87;46.06
60855000;01/04/1956;61.83;21.03;30.46
60855000;01/03/1956;214.83;25.87;63.96
60855000;01/02/1956;216.85;10.05;51.93
60855000;01/01/1956;127.23;16.53;34.73
60855000;01/12/1955;369.47;10.05;81.03
60855000;01/11/1955;252.40;10.97;41.37
60855000;01/10/1955;27.77;3.72;12.54
60855000;01/09/1955;4.39;3.39;3.70
60855000;01/08/1955;6.63;3.39;5.18
60855000;01/07/1955;8.71;6.23;7.28
60855000;01/06/1955;15.47;8.71;11.65
60855000;01/05/1955;16.00;10.97;13.02
60855000;01/04/1955;90.71;17.08;33.82
60855000;01/03/1955;176.05;23.41;52.45
60855000;01/02/1955;82.39;17.08;37.08
60855000;01/01/1955;239.60;22.21;66.83
60855000;01/12/1954;86.51;9.15;36.07
60855000;01/11/1954;44.12;7.85;15.27
60855000;01/10/1954;35.01;5.85;12.42
60855000;01/09/1954;7.44;5.85;6.68
60855000;01/08/1954;10.51;6.63;8.39
60855000;01/07/1954;14.94;10.51;12.57
60855000;01/06/1954;43.26;14.94;19.97
60855000;01/05/1954;73.10;19.87;33.76
60855000;01/04/1954;59.44;17.62;26.20
60855000;01/03/1954;97.90;24.02;38.63
60855000;01/02/1954;303.98;36.61;99.70
60855000;01/01/1954;102.32;14.94;38.28
60855000;01/12/1953;122.39;22.81;51.21
60855000;01/11/1953;105.31;12.91;38.03
60855000;01/10/1953;82.39;10.05;27.59
60855000;01/09/1953;20.45;11.45;13.99
60855000;01/08/1953;17.08;12.42;14.28
60855000;01/07/1953;24.02;16.00;18.23
60855000;01/06/1953;22.81;18.18;20.39
60855000;01/05/1953;31.91;23.41;27.31
60855000;01/04/1953;116.06;32.68;60.35
60855000;01/03/1953;325.22;22.21;82.90
60855000;01/02/1953;78.35;25.25;42.94
60855000;01/01/1953;57.08;13.41;30.94
60855000;01/12/1952;64.27;22.21;34.38
60855000;01/11/1952;170.51;24.02;55.41
60855000;01/10/1952;78.35;13.91;38.38
60855000;01/09/1952;23.41;16.00;18.98
60855000;01/08/1952;24.02;18.18;20.90
60855000;01/07/1952;32.68;24.02;28.21
60855000;01/06/1952;53.62;32.68;38.28
60855000;01/05/1952;54.76;36.61;43.61
60855000;01/04/1952;130.50;50.36;76.37
60855000;01/03/1952;556.98;97.90;223.65
60855000;01/02/1952;276.57;69.26;156.75
60855000;01/01/1952;227.08;27.14;73.42
60855000;01/12/1951;95.00;19.30;40.55
60855000;01/11/1951;231.22;12.42;39.99
60855000;01/10/1951;59.44;16.53;23.16
60855000;01/09/1951;23.41;18.18;20.51
60855000;01/08/1951;29.07;24.02;26.40
60855000;01/07/1951;38.23;29.07;33.06
60855000;01/06/1951;54.76;37.41;42.29
60855000;01/05/1951;100.84;47.64;57.03
60855000;01/04/1951;181.67;55.91;81.40
60855000;01/03/1951;400.25;100.84;183.40
60855000;01/02/1951;551.02;123.99;222.24
60855000;01/01/1951;364.44;82.39;214.20
60855000;01/12/1950;187.35;40.71;95.40
60855000;01/11/1950;562.97;17.08;106.92
60855000;01/10/1950;140.51;11.45;33.87
60855000;01/09/1950;14.43;10.97;12.44
60855000;01/08/1950;18.74;13.41;16.40
60855000;01/07/1950;24.02;19.30;21.50
60855000;01/06/1950;32.68;24.02;27.00
60855000;01/05/1950;44.99;29.07;35.16
60855000;01/04/1950;92.13;46.75;62.13
60855000;01/03/1950;245.97;74.40;124.18
60855000;01/02/1950;377.07;103.81;179.13
60855000;01/01/1950;448.30;28.42;105.28
60855000;01/12/1949;220.92;13.41;73.18
60855000;01/11/1949;60.63;14.43;25.17
60855000;01/10/1949;51.27;10.51;18.92
60855000;01/09/1949;15.47;11.45;14.03
60855000;01/08/1949;21.03;16.00;18.44
60855000;01/07/1949;25.87;21.62;23.69
60855000;01/06/1949;37.41;25.87;30.38
60855000;01/05/1949;220.92;32.68;57.85
60855000;01/04/1949;102.32;39.88;55.59
60855000;01/03/1949;542.13;54.76;122.27
60855000;01/02/1949;410.73;90.71;191.50
60855000;01/01/1949;222.96;24.93;95.68
60855000;01/12/1948;191.18;37.88;67.64
60855000;01/11/1948;163.24;13.39;63.68
60855000;01/10/1948;40.99;13.39;20.72
60855000;01/09/1948;24.93;14.49;17.26
60855000;01/08/1948;29.75;19.17;22.23
60855000;01/07/1948;33.36;23.61;26.67
60855000;01/06/1948;34.85;27.65;31.16
60855000;01/05/1948;43.38;35.60;39.44
60855000;01/04/1948;89.30;44.18;57.79
60855000;01/03/1948;138.82;73.10;93.75
60855000;01/02/1948;233.30;74.40;124.98
60855000;01/01/1948;239.60;54.23;95.77
60855000;01/12/1947;281.07;29.05;111.05
60855000;01/11/1947;58.61;17.37;26.80
60855000;01/10/1947;100.84;18.56;34.97
60855000;01/09/1947;56.84;22.96;31.86
60855000;01/08/1947;36.35;18.56;23.04
60855000;01/07/1947;34.10;24.93;28.69
60855000;01/06/1947;38.65;30.46;33.68
60855000;01/05/1947;53.36;39.42;44.64
60855000;01/04/1947;90.71;50.80;60.89
60855000;01/03/1947;272.11;79.69;143.97
60855000;01/02/1947;220.92;41.78;96.11
60855000;01/01/1947;145.63;44.99;89.56
60855000;01/12/1946;97.90;24.93;46.99
60855000;01/11/1946;74.40;15.05;29.81
60855000;01/10/1946;70.53;14.49;30.57
60855000;01/09/1946;21.04;13.39;16.06
60855000;01/08/1946;23.61;16.78;20.35
60855000;01/07/1946;73.10;22.31;33.17
60855000;01/06/1946;37.88;25.61;30.85
60855000;01/05/1946;44.18;34.10;39.26
60855000;01/04/1946;185.45;44.99;78.06
60855000;01/03/1946;533.30;71.81;174.33
60855000;01/02/1946;191.18;62.20;104.72
60855000;01/01/1946;278.82;60.40;128.24
60855000;01/12/1945;222.96;55.09;117.08
60855000;01/11/1945;518.71;25.61;87.59
60855000;01/10/1945;159.65;11.80;41.05
60855000;01/09/1945;16.20;11.80;14.07
60855000;01/08/1945;21.67;16.78;18.88
60855000;01/07/1945;29.75;21.67;25.42
60855000;01/06/1945;37.11;30.46;33.51
60855000;01/05/1945;78.35;37.88;45.94
60855000;01/04/1945;294.72;53.36;93.97
60855000;01/03/1945;456.52;43.38;121.88
60855000;01/02/1945;281.07;54.23;144.45
60855000;01/01/1945;116.06;13.94;37.38
60855000;01/12/1944;87.90;17.96;39.38
60855000;01/11/1944;79.69;19.17;43.13
60855000;01/10/1944;96.44;7.00;21.76
60855000;01/09/1944;11.80;8.35;10.39
60855000;01/08/1944;16.20;11.80;13.93
60855000;01/07/1944;21.04;16.20;18.77
60855000;01/06/1944;27.65;21.04;23.74
60855000;01/05/1944;35.60;25.61;30.20
60855000;01/04/1944;198.94;36.35;57.67
60855000;01/03/1944;181.67;49.12;91.50
60855000;01/02/1944;152.58;36.35;72.78
60855000;01/01/1944;90.71;28.35;45.31
60855000;01/12/1943;210.81;35.60;62.48
60855000;01/11/1943;189.26;34.85;75.84
60855000;01/10/1943;79.69;19.17;39.31
60855000;01/09/1943;24.27;16.78;18.70
60855000;01/08/1943;24.27;19.17;22.07
60855000;01/07/1943;31.18;24.93;27.68
60855000;01/06/1943;41.78;31.18;35.49
60855000;01/05/1943;55.09;35.60;40.73
60855000;01/04/1943;119.21;48.28;64.60
60855000;01/03/1943;252.40;75.71;119.65
60855000;01/02/1943;245.97;81.03;137.61
60855000;01/01/1943;337.28;78.35;192.19
60855000;01/12/1942;214.83;22.31;83.55
60855000;01/11/1942;78.35;15.62;30.70
60855000;01/10/1942;53.36;14.49;22.32
60855000;01/09/1942;58.61;19.17;24.65
60855000;01/08/1942;26.97;21.04;23.30
60855000;01/07/1942;32.63;26.97;29.84
60855000;01/06/1942;41.78;31.18;36.47
60855000;01/05/1942;127.23;39.42;52.25
60855000;01/04/1942;161.44;48.28;86.64
60855000;01/03/1942;578.05;68.00;150.98
60855000;01/02/1942;174.20;32.63;83.09
60855000;01/01/1942;90.71;29.75;55.08
60855000;01/12/1941;120.79;29.05;49.60
60855000;01/11/1941;145.63;22.31;59.44
60855000;01/10/1941;31.18;9.29;16.84
60855000;01/09/1941;29.05;15.05;20.93
